j-coordinate,Xzz
"(-5.0, -2.0, -1.0)",-8.855803497739491e-05
"(5.0, 2.0, 1.0)",-8.85580349773949e-05
"(-1.0, 1.0, -4.0)",0.00020923265550671765
"(1.0, -1.0, 4.0)",0.00020923265550671765
"(-1.0, -4.0, 1.0)",0.00020923265550671765
"(1.0, 4.0, -1.0)",0.00020923265550671765
"(-4.0, -1.0, 1.0)",1.2469958583457959e-05
"(-4.0, 1.0, -1.0)",1.246995858345796e-05
"(4.0, -1.0, 1.0)",1.2469958583457962e-05
"(4.0, 1.0, -1.0)",1.2469958583457962e-05
"(-2.0, -1.0, 3.0)",3.278548576112136e-05
"(2.0, 1.0, -3.0)",3.278548576112137e-05
"(-2.0, 3.0, -1.0)",3.278548576112136e-05
"(2.0, -3.0, 1.0)",3.278548576112136e-05
"(-1.0, -2.0, 3.0)",-0.0002686646445114273
"(-1.0, 3.0, -2.0)",-0.0002686646445114273
"(1.0, -3.0, 2.0)",-0.00026866464451142736
"(1.0, 2.0, -3.0)",-0.00026866464451142736
"(-2.0, -5.0, -4.0)",-9.809979805891544e-05
"(-2.0, -4.0, -5.0)",-9.809979805891544e-05
"(2.0, 4.0, 5.0)",-9.809979805891544e-05
"(2.0, 5.0, 4.0)",-9.809979805891544e-05
"(-4.0, -5.0, -4.0)",-6.092941223594739e-05
"(-4.0, -4.0, -5.0)",-6.092941223594739e-05
"(4.0, 4.0, 5.0)",-6.092941223594739e-05
"(4.0, 5.0, 4.0)",-6.092941223594739e-05
"(-5.0, -4.0, -4.0)",0.0001501885875132082
"(5.0, 4.0, 4.0)",0.0001501885875132082
"(-1.0, -3.0, -5.0)",-0.00047458115821275335
"(1.0, 3.0, 5.0)",-0.0004745811582127534
"(-1.0, -5.0, -3.0)",-0.0004745811582127534
"(1.0, 5.0, 3.0)",-0.0004745811582127534
"(-4.0, -2.0, -5.0)",-0.0003846372350763783
"(4.0, 2.0, 5.0)",-0.0003846372350763783
"(-4.0, -5.0, -2.0)",-0.0003846372350763783
"(4.0, 5.0, 2.0)",-0.0003846372350763783
"(-1.0, 2.0, 4.0)",0.00019628329684728545
"(-1.0, 4.0, 2.0)",0.00019628329684728545
"(1.0, -4.0, -2.0)",0.00019628329684728545
"(1.0, -2.0, -4.0)",0.0001962832968472855
"(-5.0, -4.0, -2.0)",4.5676174335214655e-05
"(-5.0, -2.0, -4.0)",4.5676174335214655e-05
"(5.0, 2.0, 4.0)",4.5676174335214655e-05
"(5.0, 4.0, 2.0)",4.5676174335214655e-05
"(-1.0, -5.0, -1.0)",1.0663932808910792e-05
"(-1.0, -1.0, -5.0)",1.0663932808910788e-05
"(1.0, 1.0, 5.0)",1.0663932808910788e-05
"(1.0, 5.0, 1.0)",1.0663932808910787e-05
"(-3.0, -5.0, -1.0)",-0.00019178719604612856
"(-3.0, -1.0, -5.0)",-0.00019178719604612856
"(3.0, 1.0, 5.0)",-0.00019178719604612856
"(3.0, 5.0, 1.0)",-0.00019178719604612856
"(-2.0, 2.0, 3.0)",2.1508442754727376e-05
"(-2.0, 3.0, 2.0)",2.1508442754727376e-05
